"","OTU","Sample","Abundance","sample_id","collection_date","Location","sublocation1","sublocation2","distance","distance_bin","sample_type","composition","target_gene","target_subfragment","TKN","NH3","TS","VS","TSS","pH","DO","Kingdom","Phylum"
"363","OTU3","9Lf",0.384419780417028,"9Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","72",NA,"innertube_sludge","liquid","16s","v4",150,47.6,2.1,1.7,2.48,NA,588,"Bacteria","Fusobacteria"
"795","OTU620","18Sf",0.380939377389405,"18Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","120",NA,"innertube_sludge","solid","16s","v4",455,55.4,1.9,1.5,2.28,NA,408,"Bacteria","Cyanobacteria"
"488","OTU41","14Sf",0.370147457117063,"14Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","solid","16s","v4",NA,NA,NA,NA,NA,NA,NA,"Bacteria","OP8"
"417","OTU31","15Lf",0.368887842398556,"15Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","liquid","16s","v4",244,50.2,1.6,1.3,2.34,NA,722.5,"Bacteria","Chlorobi"
"196","OTU133","7Sf",0.367965973640764,"7Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","48",NA,"innertube_sludge","solid","16s","v4",139,32.3,1.9,1.5,2.12,NA,640.5,"Bacteria","Caldiserica"
"842","OTU714","16Lf",0.3659174072138,"16Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","144",NA,"innertube_sludge","liquid","16s","v4",378,54.8,1.8,1.5,2.03,NA,724.5,"Bacteria","Lentisphaerae"
"803","OTU620","18Lf",0.356789238280583,"18Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","120",NA,"innertube_sludge","liquid","16s","v4",455,55.4,1.9,1.5,2.28,NA,408,"Bacteria","Cyanobacteria"
"328","OTU246","9Lf",0.351512250575882,"9Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","72",NA,"innertube_sludge","liquid","16s","v4",150,47.6,2.1,1.7,2.48,NA,588,"Bacteria","Verrucomicrobia"
"938","OTU77","7Lf",0.351150075414781,"7Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","48",NA,"innertube_sludge","liquid","16s","v4",139,32.3,1.9,1.5,2.12,NA,640.5,"Bacteria","Chloroflexi"
"806","OTU620","17Sf",0.350326040902374,"17Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","132",NA,"innertube_sludge","solid","16s","v4",151,48.5,1.2,1,2.16,NA,804,"Bacteria","Cyanobacteria"
"809","OTU620","19Sf",0.349413613831459,"19Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","solid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","Cyanobacteria"
"864","OTU714","19Lf",0.347234525032775,"19Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","liquid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","Lentisphaerae"
"448","OTU348","7Sf",0.346979321151748,"7Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","48",NA,"innertube_sludge","solid","16s","v4",139,32.3,1.9,1.5,2.12,NA,640.5,"Bacteria","Tenericutes"
"583","OTU444","8Sf",0.345889657532572,"8Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","60",NA,"innertube_sludge","solid","16s","v4",701,72.5,3.6,2.3,3.061,NA,402,"Bacteria","Armatimonadetes"
"496","OTU41","19Lf",0.34546292031322,"19Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","liquid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","OP8"
"957","OTU80","16Lf",0.338037985711796,"16Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","144",NA,"innertube_sludge","liquid","16s","v4",378,54.8,1.8,1.5,2.03,NA,724.5,"Bacteria","Acidobacteria"
"315","OTU246","10Lf",0.337491562710932,"10Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","84",NA,"innertube_sludge","liquid","16s","v4",78.6,36.5,1.1,0.8,1.8,NA,616.5,"Bacteria","Verrucomicrobia"
"966","OTU80","18Lf",0.334596606234423,"18Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","120",NA,"innertube_sludge","liquid","16s","v4",455,55.4,1.9,1.5,2.28,NA,408,"Bacteria","Acidobacteria"
"788","OTU620","14Sf",0.332029290801485,"14Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","solid","16s","v4",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Cyanobacteria"
"929","OTU77","6Lf",0.32929756465275,"6Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","36",NA,"innertube_sludge","liquid","16s","v4",110,32.5,1.6,1.2,1.8,NA,91.5,"Bacteria","Chloroflexi"
"560","OTU433","19Lf",0.32774687311767,"19Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","liquid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","OP3"
"968","OTU80","19Lf",0.32774687311767,"19Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","liquid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","Acidobacteria"
"535","OTU433","16Lf",0.310158564209793,"16Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","144",NA,"innertube_sludge","liquid","16s","v4",378,54.8,1.8,1.5,2.03,NA,724.5,"Bacteria","OP3"
"620","OTU47","5Lf",0.30422855263453,"5Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","24",NA,"innertube_sludge","liquid","16s","v4",49.2,30.7,0.5,0.3,1.5,NA,243,"Archaea","Euryarchaeota"
"482","OTU41","18Lf",0.302161220936188,"18Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","120",NA,"innertube_sludge","liquid","16s","v4",455,55.4,1.9,1.5,2.28,NA,408,"Bacteria","OP8"
"532","OTU410","8Sf",0.3006673348163,"8Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","60",NA,"innertube_sludge","solid","16s","v4",701,72.5,3.6,2.3,3.061,NA,402,"Bacteria","NKB19"
"301","OTU238","17Sf",0.298655533394649,"17Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","132",NA,"innertube_sludge","solid","16s","v4",151,48.5,1.2,1,2.16,NA,804,"Bacteria","GN02"
"807","OTU620","9Sf",0.295948122035079,"9Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","72",NA,"innertube_sludge","solid","16s","v4",150,47.6,2.1,1.7,2.48,NA,588,"Bacteria","Cyanobacteria"
"423","OTU348","4Lf",0.292696970666325,"4Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","12",NA,"innertube_sludge","liquid","16s","v4",74.9,31.9,1.4,0.9,1.6,NA,237,"Bacteria","Tenericutes"
"480","OTU41","16Sf",0.290093864208026,"16Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","144",NA,"innertube_sludge","solid","16s","v4",378,54.8,1.8,1.5,2.03,NA,724.5,"Bacteria","OP8"
"567","OTU444","20Lf",0.28595148049073,"20Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","97",NA,"innertube_sludge","liquid","16s","v4",353,53.6,1.7,1.4,2.31,NA,937.5,"Bacteria","Armatimonadetes"
"802","OTU620","15Lf",0.282552389922298,"15Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","liquid","16s","v4",244,50.2,1.6,1.3,2.34,NA,722.5,"Bacteria","Cyanobacteria"
"794","OTU620","16Lf",0.276470929894871,"16Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","144",NA,"innertube_sludge","liquid","16s","v4",378,54.8,1.8,1.5,2.03,NA,724.5,"Bacteria","Cyanobacteria"
"446","OTU348","8Lf",0.276470496870292,"8Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","60",NA,"innertube_sludge","liquid","16s","v4",701,72.5,3.6,2.3,3.061,NA,402,"Bacteria","Tenericutes"
"311","OTU246","11Lf",0.274190343731373,"11Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","96",NA,"innertube_sludge","liquid","16s","v4",168,37.3,1.4,1,2.12,NA,828,"Bacteria","Verrucomicrobia"
"374","OTU30","4Lf",0.273503726688206,"4Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","12",NA,"innertube_sludge","liquid","16s","v4",74.9,31.9,1.4,0.9,1.6,NA,237,"Bacteria","Spirochaetes"
"381","OTU30","5Sf",0.270964677433284,"5Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","24",NA,"innertube_sludge","solid","16s","v4",49.2,30.7,0.5,0.3,1.5,NA,243,"Bacteria","Spirochaetes"
"230","OTU168","20Sf",0.268096514745308,"20Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","97",NA,"innertube_sludge","solid","16s","v4",353,53.6,1.7,1.4,2.31,NA,937.5,"Bacteria","Planctomycetes"
"321","OTU246","20Sf",0.268096514745308,"20Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","97",NA,"innertube_sludge","solid","16s","v4",353,53.6,1.7,1.4,2.31,NA,937.5,"Bacteria","Verrucomicrobia"
"477","OTU41","20Sf",0.268096514745308,"20Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","97",NA,"innertube_sludge","solid","16s","v4",353,53.6,1.7,1.4,2.31,NA,937.5,"Bacteria","OP8"
"608","OTU459","20Sf",0.268096514745308,"20Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","97",NA,"innertube_sludge","solid","16s","v4",353,53.6,1.7,1.4,2.31,NA,937.5,"Bacteria","Chlamydiae"
"843","OTU714","20Sf",0.268096514745308,"20Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","97",NA,"innertube_sludge","solid","16s","v4",353,53.6,1.7,1.4,2.31,NA,937.5,"Bacteria","Lentisphaerae"
"432","OTU348","11Lf",0.266242797536261,"11Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","96",NA,"innertube_sludge","liquid","16s","v4",168,37.3,1.4,1,2.12,NA,828,"Bacteria","Tenericutes"
"566","OTU444","19Sf",0.26598960222464,"19Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","solid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","Armatimonadetes"
"98","OTU115","17Lf",0.26096484904409,"17Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","132",NA,"innertube_sludge","liquid","16s","v4",151,48.5,1.2,1,2.16,NA,804,"Bacteria","Actinobacteria"
"796","OTU620","19Lf",0.260425893774581,"19Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","liquid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","Cyanobacteria"
"942","OTU77","10Lf",0.259993500162496,"10Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","84",NA,"innertube_sludge","liquid","16s","v4",78.6,36.5,1.1,0.8,1.8,NA,616.5,"Bacteria","Chloroflexi"
"481","OTU41","11Lf",0.259619842373667,"11Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","96",NA,"innertube_sludge","liquid","16s","v4",168,37.3,1.4,1,2.12,NA,828,"Bacteria","OP8"
"252","OTU168","9Lf",0.258772848296287,"9Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","72",NA,"innertube_sludge","liquid","16s","v4",150,47.6,2.1,1.7,2.48,NA,588,"Bacteria","Planctomycetes"
"492","OTU41","17Lf",0.25808125955189,"17Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","132",NA,"innertube_sludge","liquid","16s","v4",151,48.5,1.2,1,2.16,NA,804,"Bacteria","OP8"
"925","OTU77","17Lf",0.25663946480579,"17Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","132",NA,"innertube_sludge","liquid","16s","v4",151,48.5,1.2,1,2.16,NA,804,"Bacteria","Chloroflexi"
"287","OTU238","16Sf",0.255913620388954,"16Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","144",NA,"innertube_sludge","solid","16s","v4",378,54.8,1.8,1.5,2.03,NA,724.5,"Bacteria","GN02"
"800","OTU620","8Lf",0.251619216252738,"8Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","60",NA,"innertube_sludge","liquid","16s","v4",701,72.5,3.6,2.3,3.061,NA,402,"Bacteria","Cyanobacteria"
"428","OTU348","11Sf",0.248564461574766,"11Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","96",NA,"innertube_sludge","solid","16s","v4",168,37.3,1.4,1,2.12,NA,828,"Bacteria","Tenericutes"
"604","OTU459","18Sf",0.247132714363736,"18Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","120",NA,"innertube_sludge","solid","16s","v4",455,55.4,1.9,1.5,2.28,NA,408,"Bacteria","Chlamydiae"
"785","OTU620","11Sf",0.246991268779989,"11Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","96",NA,"innertube_sludge","solid","16s","v4",168,37.3,1.4,1,2.12,NA,828,"Bacteria","Cyanobacteria"
"354","OTU3","15Lf",0.24330900243309,"15Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","liquid","16s","v4",244,50.2,1.6,1.3,2.34,NA,722.5,"Bacteria","Fusobacteria"
"282","OTU238","16Lf",0.241621653017367,"16Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","144",NA,"innertube_sludge","liquid","16s","v4",378,54.8,1.8,1.5,2.03,NA,724.5,"Bacteria","GN02"
"963","OTU80","5Sf",0.240737542102081,"5Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","24",NA,"innertube_sludge","solid","16s","v4",49.2,30.7,0.5,0.3,1.5,NA,243,"Bacteria","Acidobacteria"
"471","OTU406","20Lf",0.239830273959967,"20Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","97",NA,"innertube_sludge","liquid","16s","v4",353,53.6,1.7,1.4,2.31,NA,937.5,"Bacteria","WS3"
"420","OTU31","4Lf",0.236716675730143,"4Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","12",NA,"innertube_sludge","liquid","16s","v4",74.9,31.9,1.4,0.9,1.6,NA,237,"Bacteria","Chlorobi"
"829","OTU71","5Sf",0.235339839364367,"5Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","24",NA,"innertube_sludge","solid","16s","v4",49.2,30.7,0.5,0.3,1.5,NA,243,"Bacteria","GN04"
"243","OTU168","18Lf",0.228754822629656,"18Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","120",NA,"innertube_sludge","liquid","16s","v4",455,55.4,1.9,1.5,2.28,NA,408,"Bacteria","Planctomycetes"
"288","OTU238","15Lf",0.227611647437407,"15Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","liquid","16s","v4",244,50.2,1.6,1.3,2.34,NA,722.5,"Bacteria","GN02"
"965","OTU80","15Lf",0.227611647437407,"15Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","liquid","16s","v4",244,50.2,1.6,1.3,2.34,NA,722.5,"Bacteria","Acidobacteria"
"606","OTU459","19Sf",0.226091161890944,"19Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","solid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","Chlamydiae"
"234","OTU168","16Lf",0.224197014578614,"16Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","144",NA,"innertube_sludge","liquid","16s","v4",378,54.8,1.8,1.5,2.03,NA,724.5,"Bacteria","Planctomycetes"
"232","OTU168","17Lf",0.223478185645492,"17Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","132",NA,"innertube_sludge","liquid","16s","v4",151,48.5,1.2,1,2.16,NA,804,"Bacteria","Planctomycetes"
"425","OTU348","14Sf",0.214665462935099,"14Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","solid","16s","v4",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Tenericutes"
"285","OTU238","20Lf",0.212157550041509,"20Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","97",NA,"innertube_sludge","liquid","16s","v4",353,53.6,1.7,1.4,2.31,NA,937.5,"Bacteria","GN02"
"793","OTU620","10Sf",0.211782252050708,"10Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","84",NA,"innertube_sludge","solid","16s","v4",78.6,36.5,1.1,0.8,1.8,NA,616.5,"Bacteria","Cyanobacteria"
"433","OTU348","21Lf",0.211719350727324,"21Lf","11/13/2017","Sewage","MASSTC_ITT","MASSTC_ITT","0",NA,"raw_sewage","liquid","16s","v4",26.4,17.8,NA,NA,2,NA,448.5,"Bacteria","Tenericutes"
"588","OTU444","18Sf",0.211632987438558,"18Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","120",NA,"innertube_sludge","solid","16s","v4",455,55.4,1.9,1.5,2.28,NA,408,"Bacteria","Armatimonadetes"
"586","OTU444","8Lf",0.211235885249212,"8Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","60",NA,"innertube_sludge","liquid","16s","v4",701,72.5,3.6,2.3,3.061,NA,402,"Bacteria","Armatimonadetes"
"380","OTU30","5Lf",0.207802303765109,"5Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","24",NA,"innertube_sludge","liquid","16s","v4",49.2,30.7,0.5,0.3,1.5,NA,243,"Bacteria","Spirochaetes"
"236","OTU168","19Lf",0.207277752187932,"19Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","liquid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","Planctomycetes"
"86","OTU115","15Lf",0.204065614943882,"15Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","liquid","16s","v4",244,50.2,1.6,1.3,2.34,NA,722.5,"Bacteria","Actinobacteria"
"685","OTU535","15Lf",0.204065614943882,"15Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","liquid","16s","v4",244,50.2,1.6,1.3,2.34,NA,722.5,"Bacteria","SR1"
"308","OTU238","8Sf",0.200444889877533,"8Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","60",NA,"innertube_sludge","solid","16s","v4",701,72.5,3.6,2.3,3.061,NA,402,"Bacteria","GN02"
"455","OTU406","18Sf",0.19797924631349,"18Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","120",NA,"innertube_sludge","solid","16s","v4",455,55.4,1.9,1.5,2.28,NA,408,"Bacteria","WS3"
"513","OTU410","20Lf",0.193709067429204,"20Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","97",NA,"innertube_sludge","liquid","16s","v4",353,53.6,1.7,1.4,2.31,NA,937.5,"Bacteria","NKB19"
"607","OTU459","20Lf",0.193709067429204,"20Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","97",NA,"innertube_sludge","liquid","16s","v4",353,53.6,1.7,1.4,2.31,NA,937.5,"Bacteria","Chlamydiae"
"107","OTU115","19Lf",0.193104914431492,"19Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","liquid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","Actinobacteria"
"804","OTU620","7Sf",0.193077202898956,"7Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","48",NA,"innertube_sludge","solid","16s","v4",139,32.3,1.9,1.5,2.12,NA,640.5,"Bacteria","Cyanobacteria"
"947","OTU77","5Lf",0.192105007437529,"5Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","24",NA,"innertube_sludge","liquid","16s","v4",49.2,30.7,0.5,0.3,1.5,NA,243,"Bacteria","Chloroflexi"
"616","OTU459","9Sf",0.191495843669757,"9Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","72",NA,"innertube_sludge","solid","16s","v4",150,47.6,2.1,1.7,2.48,NA,588,"Bacteria","Chlamydiae"
"396","OTU31","6Lf",0.189114665643949,"6Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","36",NA,"innertube_sludge","liquid","16s","v4",110,32.5,1.6,1.2,1.8,NA,91.5,"Bacteria","Chlorobi"
"470","OTU406","19Sf",0.188610808850199,"19Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","solid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","WS3"
"565","OTU444","14Sf",0.188584612298124,"14Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","solid","16s","v4",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Armatimonadetes"
"602","OTU459","17Sf",0.184980416877655,"17Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","132",NA,"innertube_sludge","solid","16s","v4",151,48.5,1.2,1,2.16,NA,804,"Bacteria","Chlamydiae"
"495","OTU41","7Sf",0.184682541903349,"7Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","48",NA,"innertube_sludge","solid","16s","v4",139,32.3,1.9,1.5,2.12,NA,640.5,"Bacteria","OP8"
"564","OTU444","17Sf",0.182913596577346,"17Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","132",NA,"innertube_sludge","solid","16s","v4",151,48.5,1.2,1,2.16,NA,804,"Bacteria","Armatimonadetes"
"639","OTU47","21Lf",0.182226107839936,"21Lf","11/13/2017","Sewage","MASSTC_ITT","MASSTC_ITT","0",NA,"raw_sewage","liquid","16s","v4",26.4,17.8,NA,NA,2,NA,448.5,"Archaea","Euryarchaeota"
"96","OTU115","18Lf",0.179248181911298,"18Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","120",NA,"innertube_sludge","liquid","16s","v4",455,55.4,1.9,1.5,2.28,NA,408,"Bacteria","Actinobacteria"
"429","OTU348","19Lf",0.178932076675052,"19Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","liquid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","Tenericutes"
"190","OTU133","8Lf",0.178618579438672,"8Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","60",NA,"innertube_sludge","liquid","16s","v4",701,72.5,3.6,2.3,3.061,NA,402,"Bacteria","Caldiserica"
"112","OTU115","8Lf",0.178618579438672,"8Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","60",NA,"innertube_sludge","liquid","16s","v4",701,72.5,3.6,2.3,3.061,NA,402,"Bacteria","Actinobacteria"
"346","OTU3","18Lf",0.177541056369285,"18Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","120",NA,"innertube_sludge","liquid","16s","v4",455,55.4,1.9,1.5,2.28,NA,408,"Bacteria","Fusobacteria"
"341","OTU3","11Lf",0.176170607324988,"11Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","96",NA,"innertube_sludge","liquid","16s","v4",168,37.3,1.4,1,2.12,NA,828,"Bacteria","Fusobacteria"
"975","OTU80","6Lf",0.174567383671337,"6Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","36",NA,"innertube_sludge","liquid","16s","v4",110,32.5,1.6,1.2,1.8,NA,91.5,"Bacteria","Acidobacteria"
"559","OTU433","8Lf",0.17395896432288,"8Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","60",NA,"innertube_sludge","liquid","16s","v4",701,72.5,3.6,2.3,3.061,NA,402,"Bacteria","OP3"
"92","OTU115","16Lf",0.17308474182494,"16Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","144",NA,"innertube_sludge","liquid","16s","v4",378,54.8,1.8,1.5,2.03,NA,724.5,"Bacteria","Actinobacteria"
"242","OTU168","15Lf",0.172670904952515,"15Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","liquid","16s","v4",244,50.2,1.6,1.3,2.34,NA,722.5,"Bacteria","Planctomycetes"
"240","OTU168","8Lf",0.172405759284283,"8Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","60",NA,"innertube_sludge","liquid","16s","v4",701,72.5,3.6,2.3,3.061,NA,402,"Bacteria","Planctomycetes"
"373","OTU30","21Lf",0.170639476705605,"21Lf","11/13/2017","Sewage","MASSTC_ITT","MASSTC_ITT","0",NA,"raw_sewage","liquid","16s","v4",26.4,17.8,NA,NA,2,NA,448.5,"Bacteria","Spirochaetes"
"964","OTU80","17Lf",0.170131780039794,"17Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","132",NA,"innertube_sludge","liquid","16s","v4",151,48.5,1.2,1,2.16,NA,804,"Bacteria","Acidobacteria"
"808","OTU620","8Sf",0.168667041482314,"8Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","60",NA,"innertube_sludge","solid","16s","v4",701,72.5,3.6,2.3,3.061,NA,402,"Bacteria","Cyanobacteria"
"810","OTU620","4Sf",0.167287069041921,"4Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","12",NA,"innertube_sludge","solid","16s","v4",74.9,31.9,1.4,0.9,1.6,NA,237,"Bacteria","Cyanobacteria"
"531","OTU410","19Sf",0.166848023213638,"19Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","solid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","NKB19"
"353","OTU3","17Lf",0.165806395801494,"17Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","132",NA,"innertube_sludge","liquid","16s","v4",151,48.5,1.2,1,2.16,NA,804,"Bacteria","Fusobacteria"
"194","OTU133","9Lf",0.163041852394771,"9Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","72",NA,"innertube_sludge","liquid","16s","v4",150,47.6,2.1,1.7,2.48,NA,588,"Bacteria","Caldiserica"
"421","OTU348","10Lf",0.159162687599477,"10Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","84",NA,"innertube_sludge","liquid","16s","v4",78.6,36.5,1.1,0.8,1.8,NA,616.5,"Bacteria","Tenericutes"
"181","OTU133","19Lf",0.155901215320838,"19Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","liquid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","Caldiserica"
