"","OTU","Sample","Abundance","sample_id","collection_date","Location","sublocation1","sublocation2","distance","distance_bin","sample_type","composition","target_gene","target_subfragment","TKN","NH3","TS","VS","TSS","pH","DO","Kingdom","Phylum"
"612","OTU459","7Sf",0.102135042113216,"7Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","48",NA,"innertube_sludge","solid","16s","v4",139,32.3,1.9,1.5,2.12,NA,640.5,"Bacteria","Chlamydiae"
"517","OTU410","15Lf",0.102032807471941,"15Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","liquid","16s","v4",244,50.2,1.6,1.3,2.34,NA,722.5,"Bacteria","NKB19"
"977","OTU80","7Lf",0.101338612368024,"7Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","48",NA,"innertube_sludge","liquid","16s","v4",139,32.3,1.9,1.5,2.12,NA,640.5,"Bacteria","Acidobacteria"
"551","OTU433","17Lf",0.100925632226996,"17Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","132",NA,"innertube_sludge","liquid","16s","v4",151,48.5,1.2,1,2.16,NA,804,"Bacteria","OP3"
"1032","OTU833","5Sf",0.100397270921496,"5Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","24",NA,"innertube_sludge","solid","16s","v4",49.2,30.7,0.5,0.3,1.5,NA,243,"Bacteria","OP11"
"1048","OTU890","4Sf",0.0997075245945227,"4Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","12",NA,"innertube_sludge","solid","16s","v4",74.9,31.9,1.4,0.9,1.6,NA,237,"Bacteria","TM6"
"684","OTU535","17Lf",0.0994838374808962,"17Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","132",NA,"innertube_sludge","liquid","16s","v4",151,48.5,1.2,1,2.16,NA,804,"Bacteria","SR1"
"179","OTU133","11Lf",0.0993443274389032,"11Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","96",NA,"innertube_sludge","liquid","16s","v4",168,37.3,1.4,1,2.12,NA,828,"Bacteria","Caldiserica"
"692","OTU535","4Lf",0.0991650938869518,"4Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","12",NA,"innertube_sludge","liquid","16s","v4",74.9,31.9,1.4,0.9,1.6,NA,237,"Bacteria","SR1"
"512","OTU410","10Sf",0.0984340044742729,"10Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","84",NA,"innertube_sludge","solid","16s","v4",78.6,36.5,1.1,0.8,1.8,NA,616.5,"Bacteria","NKB19"
"683","OTU535","5Sf",0.0982381898264099,"5Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","24",NA,"innertube_sludge","solid","16s","v4",49.2,30.7,0.5,0.3,1.5,NA,243,"Bacteria","SR1"
"572","OTU444","16Lf",0.0975779752570134,"16Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","144",NA,"innertube_sludge","liquid","16s","v4",378,54.8,1.8,1.5,2.03,NA,724.5,"Bacteria","Armatimonadetes"
"508","OTU410","16Sf",0.0946529828835856,"16Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","144",NA,"innertube_sludge","solid","16s","v4",378,54.8,1.8,1.5,2.03,NA,724.5,"Bacteria","NKB19"
"507","OTU410","16Lf",0.0940930475692629,"16Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","144",NA,"innertube_sludge","liquid","16s","v4",378,54.8,1.8,1.5,2.03,NA,724.5,"Bacteria","NKB19"
"576","OTU444","18Lf",0.0938919048106798,"18Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","120",NA,"innertube_sludge","liquid","16s","v4",455,55.4,1.9,1.5,2.28,NA,408,"Bacteria","Armatimonadetes"
"427","OTU348","17Sf",0.0930069135139045,"17Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","132",NA,"innertube_sludge","solid","16s","v4",151,48.5,1.2,1,2.16,NA,804,"Bacteria","Tenericutes"
"229","OTU168","11Lf",0.0927213722763097,"11Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","96",NA,"innertube_sludge","liquid","16s","v4",168,37.3,1.4,1,2.12,NA,828,"Bacteria","Planctomycetes"
"450","OTU406","14Sf",0.0922860868692948,"14Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","solid","16s","v4",NA,NA,NA,NA,NA,NA,NA,"Bacteria","WS3"
"811","OTU620","7Lf",0.0895550527903469,"7Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","48",NA,"innertube_sludge","liquid","16s","v4",139,32.3,1.9,1.5,2.12,NA,640.5,"Bacteria","Cyanobacteria"
"1035","OTU833","8Sf",0.0892224204942678,"8Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","60",NA,"innertube_sludge","solid","16s","v4",701,72.5,3.6,2.3,3.061,NA,402,"Bacteria","OP11"
"1007","OTU813","17Sf",0.0888732729132866,"17Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","132",NA,"innertube_sludge","solid","16s","v4",151,48.5,1.2,1,2.16,NA,804,"Bacteria","WS1"
"592","OTU459","19Lf",0.0885802359777486,"19Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","liquid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","Chlamydiae"
"874","OTU732","16Lf",0.0882848347563455,"16Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","144",NA,"innertube_sludge","liquid","16s","v4",378,54.8,1.8,1.5,2.03,NA,724.5,"Bacteria","Fibrobacteres"
"241","OTU168","4Lf",0.0879690348997153,"4Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","12",NA,"innertube_sludge","liquid","16s","v4",74.9,31.9,1.4,0.9,1.6,NA,237,"Bacteria","Planctomycetes"
"686","OTU535","18Lf",0.0870634026426303,"18Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","120",NA,"innertube_sludge","liquid","16s","v4",455,55.4,1.9,1.5,2.28,NA,408,"Bacteria","SR1"
"577","OTU444","16Sf",0.0867652343099535,"16Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","144",NA,"innertube_sludge","solid","16s","v4",378,54.8,1.8,1.5,2.03,NA,724.5,"Bacteria","Armatimonadetes"
"858","OTU714","7Lf",0.0860199849170437,"7Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","48",NA,"innertube_sludge","liquid","16s","v4",139,32.3,1.9,1.5,2.12,NA,640.5,"Bacteria","Lentisphaerae"
"452","OTU406","16Sf",0.0858888178017721,"16Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","144",NA,"innertube_sludge","solid","16s","v4",378,54.8,1.8,1.5,2.03,NA,724.5,"Bacteria","WS3"
"699","OTU535","19Sf",0.0858420988997703,"19Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","solid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","SR1"
"689","OTU535","10Lf",0.0858311875536445,"10Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","84",NA,"innertube_sludge","liquid","16s","v4",78.6,36.5,1.1,0.8,1.8,NA,616.5,"Bacteria","SR1"
"522","OTU410","9Sf",0.0855928392160276,"9Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","72",NA,"innertube_sludge","solid","16s","v4",150,47.6,2.1,1.7,2.48,NA,588,"Bacteria","NKB19"
"245","OTU168","6Lf",0.0852999715666762,"6Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","36",NA,"innertube_sludge","liquid","16s","v4",110,32.5,1.6,1.2,1.8,NA,91.5,"Bacteria","Planctomycetes"
"805","OTU620","6Lf",0.084638731477012,"6Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","36",NA,"innertube_sludge","liquid","16s","v4",110,32.5,1.6,1.2,1.8,NA,91.5,"Bacteria","Cyanobacteria"
"682","OTU535","5Lf",0.0844664040484075,"5Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","24",NA,"innertube_sludge","liquid","16s","v4",49.2,30.7,0.5,0.3,1.5,NA,243,"Bacteria","SR1"
"472","OTU406","7Sf",0.0839466099560679,"7Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","48",NA,"innertube_sludge","solid","16s","v4",139,32.3,1.9,1.5,2.12,NA,640.5,"Bacteria","WS3"
"303","OTU238","8Lf",0.0823198670456487,"8Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","60",NA,"innertube_sludge","liquid","16s","v4",701,72.5,3.6,2.3,3.061,NA,402,"Bacteria","GN02"
"1034","OTU833","19Sf",0.0822149679603434,"19Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","solid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","OP11"
"1014","OTU833","18Sf",0.0819224467504096,"18Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","120",NA,"innertube_sludge","solid","16s","v4",455,55.4,1.9,1.5,2.28,NA,408,"Bacteria","OP11"
"988","OTU813","8Sf",0.0818890708646019,"8Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","60",NA,"innertube_sludge","solid","16s","v4",701,72.5,3.6,2.3,3.061,NA,402,"Bacteria","WS1"
"412","OTU31","5Lf",0.0814764428431541,"5Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","24",NA,"innertube_sludge","liquid","16s","v4",49.2,30.7,0.5,0.3,1.5,NA,243,"Bacteria","Chlorobi"
"520","OTU410","17Lf",0.0807405057815969,"17Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","132",NA,"innertube_sludge","liquid","16s","v4",151,48.5,1.2,1,2.16,NA,804,"Bacteria","NKB19"
"573","OTU444","11Sf",0.080232832533627,"11Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","96",NA,"innertube_sludge","solid","16s","v4",168,37.3,1.4,1,2.12,NA,828,"Bacteria","Armatimonadetes"
"872","OTU732","15Lf",0.0784867749784161,"15Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","liquid","16s","v4",244,50.2,1.6,1.3,2.34,NA,722.5,"Bacteria","Fibrobacteres"
"458","OTU406","10Sf",0.0775540641312453,"10Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","84",NA,"innertube_sludge","solid","16s","v4",78.6,36.5,1.1,0.8,1.8,NA,616.5,"Bacteria","WS3"
"610","OTU459","4Sf",0.077550296906851,"4Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","12",NA,"innertube_sludge","solid","16s","v4",74.9,31.9,1.4,0.9,1.6,NA,237,"Bacteria","Chlamydiae"
"444","OTU348","9Sf",0.0768884826855841,"9Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","72",NA,"innertube_sludge","solid","16s","v4",150,47.6,2.1,1.7,2.48,NA,588,"Bacteria","Tenericutes"
"524","OTU410","19Lf",0.0761790029408638,"19Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","liquid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","NKB19"
"694","OTU535","9Sf",0.0754377565971769,"9Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","72",NA,"innertube_sludge","solid","16s","v4",150,47.6,2.1,1.7,2.48,NA,588,"Bacteria","SR1"
"972","OTU80","4Lf",0.0751735389143022,"4Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","12",NA,"innertube_sludge","liquid","16s","v4",74.9,31.9,1.4,0.9,1.6,NA,237,"Bacteria","Acidobacteria"
"615","OTU459","9Lf",0.07478984054806,"9Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","72",NA,"innertube_sludge","liquid","16s","v4",150,47.6,2.1,1.7,2.48,NA,588,"Bacteria","Chlamydiae"
"681","OTU535","10Sf",0.0745712155108128,"10Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","84",NA,"innertube_sludge","solid","16s","v4",78.6,36.5,1.1,0.8,1.8,NA,616.5,"Bacteria","SR1"
"690","OTU535","20Lf",0.0737939304492206,"20Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","97",NA,"innertube_sludge","liquid","16s","v4",353,53.6,1.7,1.4,2.31,NA,937.5,"Bacteria","SR1"
"980","OTU80","9Lf",0.0732940437370987,"9Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","72",NA,"innertube_sludge","liquid","16s","v4",150,47.6,2.1,1.7,2.48,NA,588,"Bacteria","Acidobacteria"
"677","OTU535","16Lf",0.0731834814427601,"16Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","144",NA,"innertube_sludge","liquid","16s","v4",378,54.8,1.8,1.5,2.03,NA,724.5,"Bacteria","SR1"
"307","OTU238","6Lf",0.072075169773393,"6Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","36",NA,"innertube_sludge","liquid","16s","v4",110,32.5,1.6,1.2,1.8,NA,91.5,"Bacteria","GN02"
"708","OTU549","4Sf",0.0709031286005495,"4Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","12",NA,"innertube_sludge","solid","16s","v4",74.9,31.9,1.4,0.9,1.6,NA,237,"Bacteria","MVP-15"
"506","OTU410","11Sf",0.070793675764965,"11Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","96",NA,"innertube_sludge","solid","16s","v4",168,37.3,1.4,1,2.12,NA,828,"Bacteria","NKB19"
"1041","OTU890","11Sf",0.070793675764965,"11Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","96",NA,"innertube_sludge","solid","16s","v4",168,37.3,1.4,1,2.12,NA,828,"Bacteria","TM6"
"138","OTU1244","21Lf",0.0705731169091081,"21Lf","11/13/2017","Sewage","MASSTC_ITT","MASSTC_ITT","0",NA,"raw_sewage","liquid","16s","v4",26.4,17.8,NA,NA,2,NA,448.5,"Bacteria","TM7"
"587","OTU444","7Sf",0.0699555082967233,"7Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","48",NA,"innertube_sludge","solid","16s","v4",139,32.3,1.9,1.5,2.12,NA,640.5,"Bacteria","Armatimonadetes"
"735","OTU582","4Sf",0.0697952672161659,"4Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","12",NA,"innertube_sludge","solid","16s","v4",74.9,31.9,1.4,0.9,1.6,NA,237,"Bacteria","Crenarchaeota"
"547","OTU433","14Sf",0.0692145651519711,"14Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","solid","16s","v4",NA,NA,NA,NA,NA,NA,NA,"Bacteria","OP3"
"688","OTU535","19Lf",0.0690925840626439,"19Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","liquid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","SR1"
"527","OTU410","9Lf",0.0688066533042151,"9Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","72",NA,"innertube_sludge","liquid","16s","v4",150,47.6,2.1,1.7,2.48,NA,588,"Bacteria","NKB19"
"251","OTU168","7Lf",0.0683446455505279,"7Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","48",NA,"innertube_sludge","liquid","16s","v4",139,32.3,1.9,1.5,2.12,NA,640.5,"Bacteria","Planctomycetes"
"830","OTU71","6Lf",0.0654627688767515,"6Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","36",NA,"innertube_sludge","liquid","16s","v4",110,32.5,1.6,1.2,1.8,NA,91.5,"Bacteria","GN04"
"352","OTU3","8Lf",0.0652346116210801,"8Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","60",NA,"innertube_sludge","liquid","16s","v4",701,72.5,3.6,2.3,3.061,NA,402,"Bacteria","Fusobacteria"
"986","OTU813","20Lf",0.064569689143068,"20Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","97",NA,"innertube_sludge","liquid","16s","v4",353,53.6,1.7,1.4,2.31,NA,937.5,"Bacteria","WS1"
"1056","OTU890","19Sf",0.0640793132632088,"19Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","solid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","TM6"
"1047","OTU890","17Sf",0.0640714293095787,"17Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","132",NA,"innertube_sludge","solid","16s","v4",151,48.5,1.2,1,2.16,NA,804,"Bacteria","TM6"
"600","OTU459","5Sf",0.063692892305035,"5Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","24",NA,"innertube_sludge","solid","16s","v4",49.2,30.7,0.5,0.3,1.5,NA,243,"Bacteria","Chlamydiae"
"227","OTU168","21Lf",0.063199806187261,"21Lf","11/13/2017","Sewage","MASSTC_ITT","MASSTC_ITT","0",NA,"raw_sewage","liquid","16s","v4",26.4,17.8,NA,NA,2,NA,448.5,"Bacteria","Planctomycetes"
"1054","OTU890","18Sf",0.062807209175314,"18Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","120",NA,"innertube_sludge","solid","16s","v4",455,55.4,1.9,1.5,2.28,NA,408,"Bacteria","TM6"
"1011","OTU833","10Sf",0.0626398210290828,"10Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","84",NA,"innertube_sludge","solid","16s","v4",78.6,36.5,1.1,0.8,1.8,NA,616.5,"Bacteria","OP11"
"884","OTU732","7Lf",0.0624528657616893,"7Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","48",NA,"innertube_sludge","liquid","16s","v4",139,32.3,1.9,1.5,2.12,NA,640.5,"Bacteria","Fibrobacteres"
"173","OTU133","4Lf",0.062378042928889,"4Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","12",NA,"innertube_sludge","liquid","16s","v4",74.9,31.9,1.4,0.9,1.6,NA,237,"Bacteria","Caldiserica"
"769","OTU594","19Lf",0.0620061651844241,"19Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","liquid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","BRC1"
"703","OTU549","18Lf",0.0614565195124449,"18Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","120",NA,"innertube_sludge","liquid","16s","v4",455,55.4,1.9,1.5,2.28,NA,408,"Bacteria","MVP-15"
"1050","OTU890","16Sf",0.0613491555726944,"16Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","144",NA,"innertube_sludge","solid","16s","v4",378,54.8,1.8,1.5,2.03,NA,724.5,"Bacteria","TM6"
"569","OTU444","17Lf",0.0605553793361977,"17Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","132",NA,"innertube_sludge","liquid","16s","v4",151,48.5,1.2,1,2.16,NA,804,"Bacteria","Armatimonadetes"
"491","OTU41","5Sf",0.0604542706624061,"5Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","24",NA,"innertube_sludge","solid","16s","v4",49.2,30.7,0.5,0.3,1.5,NA,243,"Bacteria","OP8"
"770","OTU594","19Sf",0.0592431386773063,"19Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","solid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","BRC1"
"797","OTU620","10Lf",0.0591651875369782,"10Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","84",NA,"innertube_sludge","liquid","16s","v4",78.6,36.5,1.1,0.8,1.8,NA,616.5,"Bacteria","Cyanobacteria"
"1030","OTU833","17Sf",0.0589043785588062,"17Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","132",NA,"innertube_sludge","solid","16s","v4",151,48.5,1.2,1,2.16,NA,804,"Bacteria","OP11"
"998","OTU813","10Sf",0.0586626895351728,"10Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","84",NA,"innertube_sludge","solid","16s","v4",78.6,36.5,1.1,0.8,1.8,NA,616.5,"Bacteria","WS1"
"696","OTU535","17Sf",0.0578709684086517,"17Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","132",NA,"innertube_sludge","solid","16s","v4",151,48.5,1.2,1,2.16,NA,804,"Bacteria","SR1"
"801","OTU620","4Lf",0.0575797319343591,"4Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","12",NA,"innertube_sludge","liquid","16s","v4",74.9,31.9,1.4,0.9,1.6,NA,237,"Bacteria","Cyanobacteria"
"969","OTU80","10Lf",0.0574985625359366,"10Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","84",NA,"innertube_sludge","liquid","16s","v4",78.6,36.5,1.1,0.8,1.8,NA,616.5,"Bacteria","Acidobacteria"
"680","OTU535","14Sf",0.0571772494733674,"14Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","solid","16s","v4",NA,NA,NA,NA,NA,NA,NA,"Bacteria","SR1"
"533","OTU433","11Lf",0.0569574143983045,"11Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","96",NA,"innertube_sludge","liquid","16s","v4",168,37.3,1.4,1,2.12,NA,828,"Bacteria","OP3"
"700","OTU535","9Lf",0.0568402788165256,"9Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","72",NA,"innertube_sludge","liquid","16s","v4",150,47.6,2.1,1.7,2.48,NA,588,"Bacteria","SR1"
"237","OTU168","10Lf",0.0566652500354158,"10Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","84",NA,"innertube_sludge","liquid","16s","v4",78.6,36.5,1.1,0.8,1.8,NA,616.5,"Bacteria","Planctomycetes"
"994","OTU813","9Sf",0.0565783174478827,"9Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","72",NA,"innertube_sludge","solid","16s","v4",150,47.6,2.1,1.7,2.48,NA,588,"Bacteria","WS1"
"999","OTU813","4Sf",0.0565009306035629,"4Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","12",NA,"innertube_sludge","solid","16s","v4",74.9,31.9,1.4,0.9,1.6,NA,237,"Bacteria","WS1"
"777","OTU594","18Sf",0.0559803386127799,"18Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","120",NA,"innertube_sludge","solid","16s","v4",455,55.4,1.9,1.5,2.28,NA,408,"Bacteria","BRC1"
"771","OTU594","20Lf",0.0553454478369154,"20Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","97",NA,"innertube_sludge","liquid","16s","v4",353,53.6,1.7,1.4,2.31,NA,937.5,"Bacteria","BRC1"
"518","OTU410","7Sf",0.0545652964714442,"7Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","48",NA,"innertube_sludge","solid","16s","v4",139,32.3,1.9,1.5,2.12,NA,640.5,"Bacteria","NKB19"
"856","OTU714","14Sf",0.0541679205537165,"14Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","solid","16s","v4",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Lentisphaerae"
"997","OTU813","14Sf",0.0531648109138329,"14Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","solid","16s","v4",NA,NA,NA,NA,NA,NA,NA,"Bacteria","WS1"
"548","OTU433","7Lf",0.0530260180995475,"7Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","48",NA,"innertube_sludge","liquid","16s","v4",139,32.3,1.9,1.5,2.12,NA,640.5,"Bacteria","OP3"
"833","OTU71","11Lf",0.0529836413007484,"11Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","96",NA,"innertube_sludge","liquid","16s","v4",168,37.3,1.4,1,2.12,NA,828,"Bacteria","GN04"
"780","OTU594","18Lf",0.0529208918023832,"18Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","120",NA,"innertube_sludge","liquid","16s","v4",455,55.4,1.9,1.5,2.28,NA,408,"Bacteria","BRC1"
"603","OTU459","16Lf",0.0522739153162572,"16Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","144",NA,"innertube_sludge","liquid","16s","v4",378,54.8,1.8,1.5,2.03,NA,724.5,"Bacteria","Chlamydiae"
"691","OTU535","7Sf",0.0517670761395752,"7Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","48",NA,"innertube_sludge","solid","16s","v4",139,32.3,1.9,1.5,2.12,NA,640.5,"Bacteria","SR1"
"1040","OTU890","18Lf",0.0512137662603708,"18Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","120",NA,"innertube_sludge","liquid","16s","v4",455,55.4,1.9,1.5,2.28,NA,408,"Bacteria","TM6"
"1046","OTU890","14Sf",0.0511585916340656,"14Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","solid","16s","v4",NA,NA,NA,NA,NA,NA,NA,"Bacteria","TM6"
"710","OTU549","16Sf",0.0508321574745182,"16Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","144",NA,"innertube_sludge","solid","16s","v4",378,54.8,1.8,1.5,2.03,NA,724.5,"Bacteria","MVP-15"
"1044","OTU890","9Sf",0.0507754130942537,"9Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","72",NA,"innertube_sludge","solid","16s","v4",150,47.6,2.1,1.7,2.48,NA,588,"Bacteria","TM6"
"766","OTU594","17Sf",0.0506370973575702,"17Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","132",NA,"innertube_sludge","solid","16s","v4",151,48.5,1.2,1,2.16,NA,804,"Bacteria","BRC1"
"1053","OTU890","7Sf",0.0503679659736408,"7Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","48",NA,"innertube_sludge","solid","16s","v4",139,32.3,1.9,1.5,2.12,NA,640.5,"Bacteria","TM6"
"815","OTU71","16Lf",0.0499506301910902,"16Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","144",NA,"innertube_sludge","liquid","16s","v4",378,54.8,1.8,1.5,2.03,NA,724.5,"Bacteria","GN04"
"302","OTU238","9Lf",0.0493612947617196,"9Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","72",NA,"innertube_sludge","liquid","16s","v4",150,47.6,2.1,1.7,2.48,NA,588,"Bacteria","GN02"
"698","OTU535","8Sf",0.0488889975311056,"8Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","60",NA,"innertube_sludge","solid","16s","v4",701,72.5,3.6,2.3,3.061,NA,402,"Bacteria","SR1"
